,0,1,2
0,1.755,-1.4058,0.5190184595295095
1,1.7949,-0.44611,0.5408147517955009
2,0.03851,1.0031,0.5259808479908198
3,-0.90369,1.388,0.5859377163998971
4,-0.79451,0.75143,0.5646726549670578
5,0.92391,0.68241,0.5187563065112875
6,-0.34614,-0.45449,0.5124290208337455
7,1.6236,-0.63462,0.5249787309815405
8,1.0112,-0.57946,0.4962554656431158
9,-1.2324,-2.7937,0.5337247492234336
10,0.32362,-0.27588,0.49535177967275396
11,1.1163,-0.99338,0.49167392121559866
12,0.10311,-0.64831,0.4917986664820055
13,-0.77024,0.33327,0.5541954375482263
14,1.1554,0.24147,0.5174445521635044
15,1.4369,-1.2754,0.5009168430841067
16,-0.062106,-0.18072,0.5056343113784303
17,0.76783,0.093671,0.5038829313653721
18,-0.69983,-0.5315,0.5321983261777101
19,-0.27103,-1.9542,0.47896444611518907
20,1.8197,-0.44238,0.5429535247215242
21,0.72026,1.6639,0.5344934016579942
22,0.084234,0.042956,0.506087786637121
23,0.31184,0.97517,0.5203589023207962
24,-0.93619,0.81742,0.5774518726628811
25,-0.70393,-0.56085,0.5317927309419702
26,1.4694,1.3808,0.5551233603070653
27,1.4266,0.37163,0.5327147181607741
28,1.2877,0.66042,0.5312436934887126
29,1.9127,-0.96932,0.5401014977346023
30,1.3121,-0.58132,0.5077832736481808
31,0.81113,-1.2809,0.47749045367311005
32,2.0588,-0.55311,0.5611202342559801
33,1.1506,0.26299,0.517733415111885
34,0.93347,0.24963,0.5104712818787963
35,-0.61875,1.5394,0.5674336703401065
36,-0.7197,0.49644,0.5538986605464654
37,0.77422,0.21946,0.5067718576261797
38,-0.12803,1.1348,0.5343400668737511
39,-1.5573,0.92221,0.6438280276200463
40,-2.9932,0.79755,0.8779554043092022
41,-0.73494,0.60483,0.5570583463585462
42,-1.7913,-0.1864,0.6520091803019212
43,-0.78768,-1.326,0.5228963456858517
44,2.0777,-1.6499,0.5414874463328255
45,2.7793,-0.16979,0.650723146627624
46,1.468,2.7614,0.5824050808222702
47,0.72529,1.8724,0.5386799358961677
48,1.0897,1.6546,0.5430346437686723
49,-0.93752,2.7129,0.6150406584492413
50,-0.75064,0.9238,0.5644935995093288
51,-1.3362,-0.020551,0.599835783392359
52,-0.3964,1.2694,0.5489701838038898
53,-0.85647,1.0545,0.5754614882377382
54,-0.52344,1.5666,0.5620352966780762
55,-0.37897,0.80352,0.5387224739330867
56,1.4647,0.35879,0.5346408009022021
57,0.25679,2.0066,0.5415586728132482
58,-0.32555,2.3058,0.5659478068179571
59,-1.2477,1.8801,0.6278218546584097
60,-1.2962,1.9779,0.6349148250004947
61,-1.4158,0.12563,0.6114397641612093
62,-0.64672,0.37521,0.5464634073956829
63,-1.8094,2.468,0.7071701323625428
64,-0.98866,-0.084338,0.5641701125774093
65,0.005357,-1.296,0.4814365985398572
66,1.5441,-2.5976,0.4811289397146984
67,0.85138,-2.4031,0.4560146805690205
68,0.13451,-0.83236,0.4873256435114655
69,-0.68865,-0.72645,0.5275527768434799
70,-0.89518,-1.1459,0.5348742654769207
71,-0.71657,0.27609,0.5494638228834854
72,-0.68515,0.90963,0.5597540707912075
73,1.9733,0.7664,0.5798023465168273
74,0.76416,0.57224,0.5131432641513167
75,-0.95588,0.21873,0.5672377975189443
76,0.33158,-0.5725,0.4895128900144432
77,1.7694,1.2166,0.5717408938923294
78,0.32677,1.9733,0.539686009932137
79,0.28346,1.8417,0.5378479710345647
80,1.2516,1.5549,0.5474150723146628
81,-0.62844,1.9935,0.5773529469956276
82,-1.318,1.2279,0.6223710503927349
83,0.201,-1.3552,0.47576815780622445
84,-0.21326,-0.26186,0.510188354470451
85,0.37393,0.49594,0.5104564430287083
86,0.12195,-0.66764,0.4909446411966049
87,0.28485,0.0011962,0.5012207427339098
88,-0.1606,-0.67076,0.4995719120352967
89,0.12776,-0.20881,0.49990158874621615
90,0.14015,-0.67872,0.49048720891122416
91,1.3311,-0.19377,0.5166848030389966
92,1.7891,0.99536,0.5689966958827137
93,0.32247,-0.79781,0.4852620540925549
94,-0.86181,-2.8255,0.4989818273549256
95,-1.0486,0.048238,0.5720337138674001
96,0.11701,-0.1635,0.500985992125517
97,-0.55392,-0.99925,0.5130512632807709
98,-1.3057,-0.70531,0.5827859446411967
99,0.099414,2.2157,0.5486546109253507
100,0.89228,1.8462,0.5409364303662229
101,2.0653,1.5914,0.6039016283164831
102,-1.1926,0.68148,0.5983993827038364
103,-1.0547,-0.20605,0.5676809845082406
104,0.92084,-1.4126,0.47740240982925436
105,0.55384,-0.55164,0.4891785212591259
106,0.5826,0.38685,0.5080043725144927
107,-1.6216,0.31788,0.639781967829373
108,-1.4749,-1.4963,0.5859941040302317
109,-0.77297,-2.0862,0.5066821320459807
110,-0.90663,-0.28611,0.552890607997151
111,0.29236,-0.6043,0.489357576716855
112,1.2771,-1.6897,0.48439051896405044
113,0.4095,-1.7383,0.4658459133806858
114,0.20593,1.5338,0.5329244405753517
115,-0.52668,1.5991,0.5628999070098728
116,-0.37723,0.89389,0.5406525137012049
117,-1.7617,-1.1544,0.6288012187642206
118,-1.3034,-0.35266,0.589423856913915
119,-2.1804,-1.462,0.6842688403933285
120,-0.36361,-0.56641,0.5110430722355223
121,0.9386,-2.2194,0.4620105652612627
122,-1.2188,-0.90132,0.5696713689333834
123,-0.64236,-1.1533,0.5159131828344182
124,0.49985,-1.5054,0.4703074609738243
125,0.38117,-0.53301,0.48978750766673923
126,-0.087523,0.53526,0.5209732307144412
127,0.59991,0.98326,0.5196258631264469
128,-0.086084,-0.36682,0.5030090220208536
129,-0.10146,-1.3264,0.48460617691866337
130,2.1836,-1.4829,0.5550818115268188
131,3.4008,-1.1587,0.7266980590784086
132,1.8658,-0.76599,0.5401737134716974
133,1.8018,-0.18045,0.546478246245771
134,0.26875,-0.18772,0.4978054329976456
135,0.80777,0.7951,0.5185277882199316
136,-0.64862,0.33884,0.545769938468235
137,-0.44788,0.96486,0.5455889044971609
138,-0.11969,0.4635,0.5206784322260254
139,-1.1041,0.22579,0.5808143560928319
140,-0.29645,0.36824,0.5260738381180381
141,0.085075,0.90194,0.5230407771600419
142,0.15835,1.7758,0.5386848821795304
143,-1.6663,1.6687,0.6720713056209564
144,-1.1311,2.3157,0.6248145143738995
145,-0.5325,0.45924,0.5408325584156065
146,1.1743,1.4045,0.5410313990067863
147,1.5023,0.93894,0.5485507389747344
148,0.12346,-0.39001,0.4963401460142849
149,-0.34804,-0.86143,0.5040562491344005
150,0.42015,-0.30739,0.4941474585996083
151,-0.14374,1.7415,0.5466098173832183
152,0.052736,1.5777,0.5371990186573808
153,-1.4897,0.73714,0.6322339394179214
154,-3.0662,-1.1298,0.8551332528737907
155,-0.19358,-0.33599,0.5075826523949905
156,0.84969,0.84032,0.5202154601032785
157,-1.6143,2.0128,0.6725956116574007
158,-2.819,-0.71943,0.8126743564885346
159,-2.9236,-1.0236,0.8272757849751697
160,-1.9896,-1.1482,0.6612389450566845
161,-0.81374,-0.08088,0.5497348792117603
162,0.95803,0.83679,0.5227064084047247
163,0.52661,0.43461,0.5086708347347804
164,0.55772,-0.51793,0.4898917753200246
165,0.79438,-2.2585,0.45788536493678655
166,0.10839,-2.2738,0.459644263300556
167,0.55513,-2.725,0.44590546663237246
168,-0.051055,-0.23873,0.5043699424252617
169,0.27596,1.6997,0.5352590863225373
170,-0.45576,-0.42883,0.5189234908889461
171,1.281,0.052123,0.5190243950695448
172,-0.10703,-0.92278,0.4924573135745801
173,-0.38224,-0.42419,0.5144678788358428
174,2.0756,0.16925,0.5769750509467186
175,0.13976,-0.20679,0.49967637457214653
176,-1.8111,0.66792,0.6717250657855688
177,-1.1509,1.2415,0.6052470173911324
178,-0.61297,1.0805,0.5579724195239697
179,0.62771,0.90346,0.5184545832261639
180,0.65076,0.071042,0.502025503037018
181,0.2365,0.68136,0.5157262133233089
182,2.1372,1.0819,0.6006469738638388
183,-0.0059503,-0.31387,0.5013811012405279
184,-0.51552,-0.30398,0.5247789011336882
185,-0.43951,-0.41516,0.5179876540767268
186,0.4937,-0.27396,0.4944475990740558
187,-0.99723,0.062834,0.5678175019290506
188,0.55747,0.16234,0.5032113250103872
189,-0.27528,0.48625,0.5275448627900996
190,2.5121,-0.14934,0.6169301386937855
191,2.5486,0.19331,0.6284154086619315
192,0.21709,0.78735,0.5176602101181172
193,0.43718,-0.16072,0.4970088835249194
194,-0.14365,-0.56591,0.5010537562075856
195,0.0031849,-0.29701,0.5010779929960628
196,0.87736,-0.39493,0.4963928733949311
197,1.3928,0.44727,0.5323971667688899
198,1.09,0.5552,0.5213659656134381
199,0.2181,0.52031,0.5129305739667215
200,0.2227,-1.8863,0.465060443582692
201,0.28519,-2.7547,0.44689769107492633
202,0.11246,-1.4829,0.4749450962546743
203,1.1997,-0.59776,0.5027684347980927
204,0.011929,-1.9431,0.4687493817145797
205,-2.3039,-0.13047,0.7305363749678492
206,-1.1027,0.61336,0.5884227291613082
207,-0.28746,0.33107,0.5249312466612588
208,0.14899,0.31754,0.5098816849019647
209,0.46649,0.97839,0.5195249589458482
210,-0.25652,-0.014186,0.5166590823655106
211,-0.41822,-0.26467,0.5197445739271512
212,0.55741,0.17144,0.5032941257938786
213,-0.064588,-1.1029,0.48751162376590235
214,0.046893,-1.4445,0.47769621906099763
215,0.6826,-0.81319,0.4847189521793325
216,2.6254,-1.6481,0.6013988089349663
217,0.39916,-1.5909,0.4690243950695448
218,-1.4273,-0.39789,0.6022693548067982
219,-0.66383,0.79664,0.5561699938666087
220,0.59934,-0.16371,0.4972267178442119
221,-0.80154,1.084,0.5714737945907445
222,-3.1475,2.4813,0.9438794689670182
223,-1.0032,2.6389,0.619235106740795
224,0.92973,0.66229,0.5184298518093505
225,2.3485,0.50968,0.611350731060681
226,-0.40819,0.67936,0.5378262073877689
227,-0.65198,-0.2992,0.5332578200739965
228,0.5789,-1.2459,0.4754614882377382
229,0.70499,-0.26772,0.49603238826345886
230,-0.70961,0.65178,0.5564548997882991
231,-0.45793,-0.33671,0.5203598915774688
232,0.30653,0.70418,0.5149377757552975
233,0.16706,0.87273,0.5208485843737016
234,1.1824,1.2517,0.5385740854322063
235,-0.053648,0.21512,0.5133866212927607
236,-0.45053,-0.26928,0.5213352986565895
237,0.05713,-0.077388,0.5044722315652019
238,0.044775,1.3472,0.5327503314009854
239,2.2918,-0.41238,0.5869784144194053
240,1.768,-1.9494,0.5090994796509903
241,-0.71097,-1.3889,0.5162247986862671
242,0.67129,0.22012,0.5051383970084878
243,1.9821,1.8752,0.6023287102071504
244,-0.27832,0.36858,0.5253971865540233
245,0.71987,0.6523,0.5142146291276735
246,0.41027,-0.35516,0.4931533545693766
247,1.7565,-0.26848,0.5415932967967869
248,1.7681,1.0155,0.5677225332884871
249,-0.15217,-0.65831,0.4994113536988307
250,-0.35481,0.083441,0.5235838790732644
251,0.96223,-1.1677,0.4832954118275528
252,1.5019,-1.1559,0.5072003046910551
253,1.9832,-1.7595,0.53008032764181
254,2.2185,0.24966,0.592508359218883
255,1.9431,0.82036,0.5780038778861564
256,0.56295,-0.27741,0.4943831984646737
257,0.014562,-1.5687,0.4760540529845874
258,-1.224,-0.76307,0.5729477870328236
259,-1.0885,-1.9266,0.53669548701106
260,-1.0401,-0.31155,0.5639198306392577
261,1.2242,2.8758,0.5722325544585799
262,0.1235,-0.53454,0.49345784777318324
263,0.54671,-0.59734,0.48813485546960017
264,-0.41899,0.0050917,0.5252181310962943
265,-0.028764,-2.5035,0.4586451140612944
266,0.13781,-0.44778,0.49491868310151754
267,-0.8293,0.066343,0.5532417941159014
268,-0.93992,0.37423,0.5689234908889461
269,0.73161,-0.7242,0.4870684367766061
270,0.83245,-1.6365,0.4709158538274341
271,1.3447,-1.8463,0.48454286449162104
272,1.3712,1.2005,0.546301169301387
273,0.93443,2.4378,0.5534782264606375
274,-0.39373,0.95091,0.5427032427833726
275,-1.6049,-2.2058,0.5873968699918881
276,-1.9187,-1.9899,0.6340442791286628
277,0.058307,0.030337,0.5065639158736126
278,0.52925,-0.74471,0.48496824486081164
279,1.2607,-0.82154,0.5009619531883743
280,-0.47585,0.045207,0.5294214826979008
281,0.93361,-0.20208,0.5018034149140337
282,0.8673,-0.56583,0.4928617217023129
283,-1.3233,0.1057,0.6011514947668323
284,-0.83852,-0.51757,0.542862513107651
285,0.3405,-0.3196,0.4946199275864116
286,-0.038842,-1.0869,0.48701897394297927
287,0.31512,-1.02,0.4808905288566172
288,0.46692,-0.69195,0.48589616761965065
289,1.1425,0.35228,0.5194329580753022
290,1.1773,0.18393,0.5172902281225887
291,-0.30568,-0.62788,0.5069052094256377
292,-0.1438,0.50994,0.5221019725778051
293,1.1827,0.32374,0.5202401915200918
294,-1.1883,0.61026,0.5964000949686405
295,-0.19066,-0.16788,0.5108531349543953
296,1.7446,0.1477,0.5486170191717944
297,-0.27103,0.4075,0.5255129295847101
298,0.022129,-0.93751,0.4880972637160438
299,0.2948,-0.44874,0.49254980907346224
300,1.1154,-0.86338,0.49407563856518216
301,0.91712,-1.3425,0.4785964426330056
302,-0.060435,-0.032907,0.5086778584571553
303,-2.537,-0.87329,0.7561680153532636
304,-1.178,-0.16069,0.580379083156916
305,-0.52895,0.01777,0.5317976772253329
306,-0.80054,-0.37102,0.5427853510871932
307,-1.6611,-0.6983,0.6246958035731951
308,0.050673,-0.22139,0.5015752923253468
309,0.57883,2.5848,0.5514947668322023
310,0.74244,2.3953,0.5491116475080625
311,0.35457,0.56915,0.5118809726371605
312,-1.5617,0.49632,0.6359436519399324
313,-1.811,0.24794,0.6631877807015809
314,0.7955,1.3796,0.5298448845537463
315,-0.17556,1.3562,0.5406040401242507
316,0.74032,-0.77327,0.4863175909621511
317,-0.087755,-1.8194,0.47396474289219087
318,-0.41984,0.44749,0.5338662129276063
319,0.39833,0.32892,0.5067231861978909
320,1.0594,-0.9517,0.49076400292819977
321,1.6637,-0.4428,0.531185327345033
322,1.0103,0.6618,0.5208634232237896
323,0.21414,-0.2376,0.49778109728350123
324,-0.34457,0.2442,0.5261648497319115
325,-0.75394,0.17124,0.5500781512771304
326,1.127,-1.0456,0.49116554221158226
327,0.82968,-0.28334,0.4975267593929921
328,1.6679,0.0075471,0.5404793937835111
329,0.65406,-1.5803,0.4693627208515522
330,-0.36474,-3.2995,0.4569861306214511
331,0.14419,-1.1212,0.4814910076568467
